name,description,link,facebook,linkedin,instagram,youtube,website
Friends of Doctors Without Borders,"The Doctors Without Borders Student Chapter is a group of dedicated students who work alongside the international humanitarian organization, Médecins Sans Frontières. Their main objective is to raise awareness and fundraise for MSF.",https://orgcentral.psu.edu/organization/psufomsf,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Full Ammo Improv Troupe,Full Ammo Improv Troupe is a student-run long-form improvisational comedy troupe that practices and performs in the style of Upright Citizens Brigade. We aim to provide quality improv performances and workshops for the student body of Penn State.,https://orgcentral.psu.edu/organization/full-ammo-improv-troupe,https://www.facebook.com/FullAmmoImprov,N/A,https://www.instagram.com/fullammoimprov,https://www.youtube.com/user/FullAmmoImprov,https://go.microsoft.com/fwlink
Fundamentals of Computing Association,Bridge the gap between courses and real world applications by enhancing students' technical skills through project-based learning related to computing.,https://orgcentral.psu.edu/organization/fca,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Furries,Connecting furs across campus.,https://orgcentral.psu.edu/organization/furries-at-psu,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Future Leaders in Communication,"The purpose of the FLIC Club is to develop a deeper understanding of the communication arts and sciences skillset among students, allowing them to enhance their community, career, and world around them through effective communication and civic engagement",https://orgcentral.psu.edu/organization/cas,N/A,N/A,https://www.instagram.com/flic.psu,N/A,https://go.microsoft.com/fwlink
Future Naval Aviators,Penn State Future Naval Aviators Organization is for those that have a desire to serve in our nations Navy as aviators or those with a general interest in aviation.,https://orgcentral.psu.edu/organization/nrotcaviationclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Future Naval Officers Organization,To develop students mentally and morally in order to commission graduates as Navy and Marine Corps Officers and/or to possess the potential for future development in mind and character to assume the highest responsibilities of citizenship.,https://orgcentral.psu.edu/organization/future-naval-officers-organization,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Fuzhou Student Association,The Fuzhou Student Association (FJSA) is a non-profit student organization. Our mission is to bring together the Fuzhounese and Chinese diaspora along with other communities to share our culture and create a close-knit community.,https://orgcentral.psu.edu/organization/fjsa,N/A,http://linkedin.com/company/psufjsa,https://www.instagram.com/psufjsa,N/A,https://go.microsoft.com/fwlink
Game Design/Development Club,The purpose of the PSU Game Design/Development Club is to collaboratively provide students with experiences and professionalism in the processes of game design and development.,https://orgcentral.psu.edu/organization/gamedesdev,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Gamers for Charity,The purpose of the Gamers For Charity club is to raise money for charitable organizations while creating a fun environment for students to relax and play games for fun. If you're interested you can join the conversation at https://discord.gg/ApuAd9ctS7,https://orgcentral.psu.edu/organization/gamers-for-charity,N/A,N/A,http://www.instagram.com/gamers_4_charity,N/A,https://go.microsoft.com/fwlink
Gaming Association,"Promotes interest in the playing of board games, card games, strategy games, and role-playing games of all sorts, by providing a weekly common meeting place on campus for people who are interested.",https://orgcentral.psu.edu/organization/gaps,https://www.facebook.com/people,N/A,https://www.instagram.com/gamingassociationpsu,N/A,https://go.microsoft.com/fwlink
Gamma Phi Beta,"Gamma Phi Beta seeks to inspire the highest type of womanhood and build strong girls. Our chapter, Alpha Upsilon, was installed at Penn State in 1932 with 21 charter members and has now grown into an incredible sisterhood.",https://orgcentral.psu.edu/organization/gamma-phi-beta,N/A,N/A,http://www.instagram.com/gammaphipsu,N/A,https://go.microsoft.com/fwlink
Gamma Theta Upsilon,"The purpose of Gamma Theta Upsilon is to further professional interest in Geography through advancing the status of Geography as a cultural and practical discipline for study and investigation, encouraging student research...",https://orgcentral.psu.edu/organization/gamma-theta-upsilon,N/A,N/A,https://www.instagram.com/psu.gtu,N/A,https://go.microsoft.com/fwlink
Gender and Sexual Diversity in Schreyer,"Gender and Sexual Diversity in Schreyer (GSDS) provides a safe space, compiles resources, and advocates on behalf of LGBTQIA&#43; scholars in the Schreyer Honors College. GSDS is always open to our LGBTQIA&#43; friends and allies!",https://orgcentral.psu.edu/organization/gsds,N/A,N/A,http://www.instagram.com/gsds_psu,N/A,https://go.microsoft.com/fwlink
Gender Equity Coalition,"Gender Equity Coalition advocates for just policies and culture shifts and educates students to create a more equitable Penn State. We focus on critical issues facing women and non-binary individuals, especially sexual violence and reproductive justice.",https://orgcentral.psu.edu/organization/genderequitycoalition,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Genetic Counseling Club,"The mission of this organization shall be to foster an interest in genetics, counseling, and the field of genetic counseling among a diverse group of students in preparation for higher education, specifically in the field of genetic counseling.",https://orgcentral.psu.edu/organization/geneticcounselingclub,N/A,N/A,https://www.instagram.com/pennstategcc,N/A,https://go.microsoft.com/fwlink
Genomix,The purpose of GENOMIX (the Bioinformatics and genomics student association) is to provide a forum for undergraduate and graduate students whose research is related to Bioinformatics and Genomics at the Pennsylvania State...,https://orgcentral.psu.edu/organization/genomix,N/A,N/A,N/A,N/A,http://www.clubs.psu.edu/up
Geosciences Club,"The Penn State Geosciences Club is a club targeted for undergraduate students interested in the geosciences, earth sciences, and environment. There are opportunities to get to know fellow undergraduates, faculty, grad students, and alumni.",https://orgcentral.psu.edu/organization/geosciences-club,N/A,N/A,https://www.instagram.com/psu_geoscience_club,N/A,https://go.microsoft.com/fwlink
Geospatial Information Science Coalition,The Geospatial Information Science Coalition offers opportunities to develop supplementary knowledge and skills to succeed in the professional GIS industry. GISC is open to all undergraduate students with an interest in GIS.,https://orgcentral.psu.edu/organization/geospatial-information-science-coalition,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
German Club,"To further one's understanding of the German culture and provide an opportunity to better one's German language skills, while meeting other German speakers, learners, and enthusiasts.",https://orgcentral.psu.edu/organization/germanclub,N/A,N/A,https://www.instagram.com/psugermanclub,N/A,https://go.microsoft.com/fwlink
German Graduate Student Association,The German Graduate Student Association serves to support its members during their tenure as graduate students in the GSLL department.,https://orgcentral.psu.edu/organization/ggsa,N/A,N/A,N/A,N/A,https://sites.psu.edu/ggsa
Ghanaians at Penn State,"We are a supportive and inclusive community for Ghanaians at Penn State University. We aim to promote a sense of belonging by celebrating our rich cultural heritage, providing mutual support, promoting academic, personal and professional growth.",https://orgcentral.psu.edu/organization/ghanaiansatpennstate,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Girl Gains,"Our mission is to promote female weight lifting while empowering women to feel strong and beautiful in a judgement free community, Whether you're a dedicated gym goer or a curious beginner. Girl Gains is here to support you in every stage of your journey",https://orgcentral.psu.edu/organization/girlgains,N/A,N/A,https://www.instagram.com/psugirlgains,N/A,https://go.microsoft.com/fwlink
Glee Club,"The Glee Club is an auditioned, low-voice choir in the School of Music open to all majors and years at University Park. Founded in 1888, the Glee Club has a rich history of traditions and presents one on-campus concert per semester.",https://orgcentral.psu.edu/organization/pennstategleeclub,https://www.facebook.com/Penn-State-Glee-Club-127627544004452,N/A,https://www.instagram.com/psugleeclub,https://www.youtube.com/channel/UC9QhMdo81b9Ajkn43AOrJHw,https://go.microsoft.com/fwlink
Global Ambassadors,Global Ambassadors (GAs) support international students through programming and volunteering and also serve as a liaison between international and multicultural student organizations and Penn State Global's Global Engagement Team.,https://orgcentral.psu.edu/organization/globalambassadors,N/A,N/A,https://www.instagram.com/globalambassadors_up,N/A,https://go.microsoft.com/fwlink
Global Brigades Business Chapter,"This chapter focuses on providing financial services to rural businesses in Greece, Panama, and Honduras to promote economic development. This will be done through strategic planning, analytics, consulting, etc.",https://orgcentral.psu.edu/organization/businessglobalbrigadesorg,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Global Brigades Campus Council,Global Brigades is the largest movement for global health and holistic development in the world! We're an international nonprofit with students and professionals striving to make a difference in communities worldwide.,https://orgcentral.psu.edu/organization/globalbrigades,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Global Brigades Legal Empowerment Chapter,"The Legal Empowerment Chapter of Global Brigades empowers global communities by providing legal assistance and resources. By combining an interest in law with a passion for helping others, members will help those in need through volunteer experiences.",https://orgcentral.psu.edu/organization/gble,N/A,https://www.linkedin.com/company/global-brigades-legal-empowerment-at-penn-state,https://www.instagram.com/gb.legal.psu,N/A,https://go.microsoft.com/fwlink
Global Medical Brigades,"To provide sustained health care to underserved communities throughout the world. Our team recruits student volunteers and medical professionals, gathers medicine, and then travels overseas to perform these medical brigades.",https://orgcentral.psu.edu/organization/gmb,N/A,N/A,https://www.instagram.com/psu.globalmedbrigades,N/A,https://go.microsoft.com/fwlink
Global Water Brigades,"Empowering students and community members alike to promote health and equality through the implementation of sustainable clean water projects in developing countries. Includes Water, Public Health, and Engineering Chapters. We are open to all majors!",https://orgcentral.psu.edu/organization/gwb,N/A,N/A,http://instagram.com/psugbwash,N/A,https://go.microsoft.com/fwlink
GLOBE,The GLOBE is a Living Learning Community for students in the Schreyer Honors College. It seeks to form a close-knit community of globally minded individuals who have the desire to foster global awareness and an international perspective.,https://orgcentral.psu.edu/organization/the-globe,N/A,N/A,https://www.instagram.com/psuglobe,N/A,https://www.theglobe.psu.edu/
Gluten Avoidant Society,"The Gluten Avoidant Society gives students, who are gluten free, celiac, or gluten-free curious, a community to meet others and learn about PSU resources. This club hosts gluten friendly events, restaurant visits, baking days, and more!",https://orgcentral.psu.edu/organization/glutenavoidantsociety,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Golden Key International Honour Society,"Recognizes and encourages scholastic achievement and excellence in all graduate and undergraduate fields of study, and unites with collegiate faculty members and administrators in developing and maintaining high standards of education.",https://orgcentral.psu.edu/organization/goldenkey,N/A,N/A,https://www.instagram.com/goldenkey_psu,N/A,https://go.microsoft.com/fwlink
Gongfu Cha Club,"To promote and preserve the art of Traditional Chinese Tea Ceremony (Gongfu Cha) through scholarship, research, and outreach.",https://orgcentral.psu.edu/organization/gongfu-cha-club,https://www.facebook.com/PSUTea,N/A,http://www.instagram.com/pennstateteahouse,N/A,https://go.microsoft.com/fwlink
Good Samaritan Club,To carry out the acts of the good Samaritan by sharing the truths of the Bible and helping neighbors through volunteering activities.,https://orgcentral.psu.edu/organization/goodsamaritan,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Goth Club,PSU Goth Club is an organization dedicated to engaging with and sharing goth culture. The club focuses on music and aesthetics and is open to all who are willing to learn and create a welcoming environment.,https://orgcentral.psu.edu/organization/psugothclub,N/A,N/A,https://www.instagram.com/psu.goths,N/A,https://go.microsoft.com/fwlink
Graduate and Professional Outdoor Club,"GPOC is a community of graduate and professional students interested in learning about and engaging with outdoor activities. Whether you’re a pro or have no experience, everyone is welcome to join, there’s always more to learn and people to meet!",https://orgcentral.psu.edu/organization/gradandprofessionaloutdoorclub,N/A,N/A,https://www.instagram.com/gpoc.psu,N/A,https://sites.psu.edu/gpoc
Graduate and Professional Society of Civil and Environmental Engineers,-,https://orgcentral.psu.edu/organization/gps-cee,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Graduate and Professional Student Association,The mission of the Graduate and Professional Student Association (GPSA) is striving to enrich the experience of graduate and professional students.,https://orgcentral.psu.edu/organization/graduate-and-professional-student-association,https://www.facebook.com/PennStateGPSA,N/A,https://www.instagram.com/pennstategpsa,N/A,https://go.microsoft.com/fwlink
Graduate Art Education Association,"To create community engagement, professional and academic development, and leadership through the arts and arts education.",https://orgcentral.psu.edu/organization/gaeda,https://www.facebook.com/groups,N/A,https://www.instagram.com/psu_gaeda,N/A,http://www.clubs.psu.edu/up
Graduate Research and Innovative Design,The purposes of the Penn State Graduate Research and Innovative Design (GRID)Organization are:A. To provide design research support for students from the College of Arts and Architecture.B. To increase visibility of ...,https://orgcentral.psu.edu/organization/grid,N/A,N/A,https://www.instagram.com/psugrid,N/A,https://go.microsoft.com/fwlink
Graduate Special Education Research Collaborative,The Graduate Special Education Research Collaborative is dedicated to fostering a supportive and inclusive environment for graduate students interested in research development for individuals with disabilities.,https://orgcentral.psu.edu/organization/spledresearchcollaborative,https://www.facebook.com/people,https://www.linkedin.com/company/graduate-spled-research-collaborative,https://www.instagram.com/spledcollabpsu,N/A,https://go.microsoft.com/fwlink
Graduate Student Association for Visual Culture,"Welcoming students from all disciplines, GSAVC fosters interactions between graduate students with the aims to open challenging dialogues and to consider how complementary fields can inform scholarship and practice in visual culture.",https://orgcentral.psu.edu/organization/gsavc,https://www.facebook.com/GSAVCPSU,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Graduate Student Association in Information Sciences and Technology,The mission of GIST can be summarized as the following: 1.Provide the graduate students of IST with information deemed necessary by the University or the College; 2.Discover and share practical resources for graduate students,https://orgcentral.psu.edu/organization/gist,N/A,N/A,https://www.instagram.com/psugist,N/A,https://go.microsoft.com/fwlink
Graduate Students in Communication,"To plan graduate events, assist with administration in the College of Communications with incoming student orientation, and offer various academic and social opportunities to students in the College of Communications.",https://orgcentral.psu.edu/organization/graduate-students-in-communication,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Graduate Students in the Department of Geography,"To advance the graduate program in the Department of Geography through supporting scholarly activities and professional development, and by providing leadership, service, and scholarship opportunities.",https://orgcentral.psu.edu/organization/gs-dog,N/A,N/A,N/A,N/A,http://sites.psu.edu/george
Graduate Women in Engineering,"GradWIE welcomes people of all gender identities to support the personal and professional wellbeing of engineering graduate students through peer support, the creation of safe spaces, social events, diverse resources, and professional development.",https://orgcentral.psu.edu/organization/gradwie,N/A,N/A,http://www.instagram.com/gradwie_psu,N/A,https://sites.psu.edu/gradwie
Graduate Women in Science,"Furthers women's interests in science, serves as a support and networking group for women in science, and provides a society for women's recognition as scientists.",https://orgcentral.psu.edu/organization/gwis,https://www.facebook.com/groups,N/A,https://www.instagram.com/gwis_psu,N/A,https://sites.psu.edu/gwisstatecollege
Graduates in International Languages and Literatures,Create a network of support for new and continuing graduate students in the department of Comparative Literature.,https://orgcentral.psu.edu/organization/gill,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
"Graduates in Women's, Gender, and Sexuality Studies","The mission of the GWGSS is to represent and support the interests of graduate student majors and minors in Women’s, Gender, and Sexuality Studies, as well as those who are interested in or affiliated with the program. ...",https://orgcentral.psu.edu/organization/graduates-in-womens-gender-and-sexuality-studies,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Greeks CARE Facilitators,"Greeks CARE provides sexual assault prevention training each semester to members of the Greek community at Penn State. They promote healthy sex and sexuality, teach consent, how to support survivors, bystander intervention, and mental health effects...",https://orgcentral.psu.edu/organization/greekscare,N/A,https://www.linkedin.com/company/greeks-care,https://www.instagram.com/greekscare,N/A,https://go.microsoft.com/fwlink
Growth and Development,"Our mission is to provide opportunities for skill-development, leadership training, and self-discovery to ultimately prepare members for success both in and outside of the classroom.",https://orgcentral.psu.edu/organization/growthdevelopment,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Growth International Volunteer Excursion,"GIVE at Penn State promotes local volunteer efforts, global citizenship and environmentally conscious lifestyles. We engage in conversations and activities that will expand your knowledge on different worldviews. Come join us in becoming global citizens!",https://orgcentral.psu.edu/organization/givepsu,N/A,N/A,http://www.instagram.com/give.pennstate,N/A,https://go.microsoft.com/fwlink
Habitat For Humanity,"To build simple, decent affordable housing for low income families in the Centre County Region, and across the nation.To educate the Pennsylvania State University community about the importance of eliminating substandard h...",https://orgcentral.psu.edu/organization/habitat-for-humanity,https://www.facebook.com/PennStateHabitat,N/A,https://www.instagram.com/habitat_psu,N/A,https://go.microsoft.com/fwlink
Hack,"To organize and run a bi-annual collegiate hackathon at Penn State, and promote social programming by hosting workshops, talks and other tech-centric events.",https://orgcentral.psu.edu/organization/hackpsu,N/A,https://www.linkedin.com/company/hackpsuofficial,https://instagram.com/hack_psu,https://www.youtube.com/channel/UCC9DwsnTdeau7Z4UeR0a_sQ,https://go.microsoft.com/fwlink
Hacking for Humans,"To gather more people into the technology field, our goal is to provide a welcoming community where everyone can enjoy studying computer science and sharing ideas with peers regardless of their level of proficiency.",https://orgcentral.psu.edu/organization/hackingforhumans,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Happy Valley Christian Community,The purpose of Happy Valley Christian Community is to follow Jesus and befriend people from all countries of the world.,https://orgcentral.psu.edu/organization/hvcc,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Happy Valley Comm,Penn State's very own student-run communications agency! Work with real local businesses to grow their exposure and improve their online presence within the community. Offering students the ability to apply their teachings in a real world scenario.,https://orgcentral.psu.edu/organization/happyvalleycomm,https://www.facebook.com/happyvalleycomm,https://www.linkedin.com/company/happy-valley-comm,https://www.instagram.com/happyvalleycomm,N/A,https://go.microsoft.com/fwlink
Happy Valley VC,"Happy Valley VC's mission is to facilitate student engagement with startups and all-things venture while amplifying student founder's access to convenient funding, practical resources, a network of serial entrepreneurs or investors, and human capital",https://orgcentral.psu.edu/organization/happyvalleyvc,N/A,https://www.linkedin.com/company/happyvalleyvc,https://www.instagram.com/happyvalleyvc,N/A,https://go.microsoft.com/fwlink
Harmony,"Harmony is a multidisciplinary performing arts program that helps integrate children, both with and without special needs. The objective is to create a classroom setting that cultivates relationships, promotes equality, bo...",https://orgcentral.psu.edu/organization/harmony,https://www.facebook.com/harmony.psu,N/A,https://www.instagram.com/harmony_psu,https://www.youtube.com/channel/UCj8VFokszBjX8XvMMxs7TMg,https://go.microsoft.com/fwlink
HEAL: Help Every Angel Live,HEAL is a group of Penn State students devoted to finding a cure for pediatric cancer and helping every angel live. Our focus is to financially and emotionally support the families and children affected; the family we espe...,https://orgcentral.psu.edu/organization/heal,N/A,N/A,http://www.instagram.com/heal_psu,N/A,https://go.microsoft.com/fwlink
Health and Physical Education and Coaching Club,"We are a group of aspiring HPE teachers and Coaches who are excited to learn from each other, grow as future professionals, and have fun!",https://orgcentral.psu.edu/organization/hpeandcoachingclub,N/A,N/A,https://www.instagram.com/hpeandcoachingclub_psu,N/A,https://go.microsoft.com/fwlink
Health Link Society,"Health Link Society is a nonprofit that fosters healthcare career development and community service. With chapters like the one at Penn State, it empowers students, hosts service events, and impacts underserved communities, creating a network for future.",https://orgcentral.psu.edu/organization/healthlinksocietypsu,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Health Policy and Administration Club,"To offer resources for academic and professional development, as well as inclusivity to all students who are interested in understanding various careers in the healthcare field.",https://orgcentral.psu.edu/organization/hpa,N/A,N/A,https://www.instagram.com/psuhpaclub,N/A,https://go.microsoft.com/fwlink
Health Promotion and Wellness,----,https://orgcentral.psu.edu/organization/hpw,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Hellenic Student Association,"The purpose of Hellenic Student Association of Penn State is to provide an outlet for students of Greek descent to connect with their heritage and network with other Greek students through fellowship, community, and philanthropy.",https://orgcentral.psu.edu/organization/hellenic-student-association,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Helping Hearts,"Helping Hearts is a support system for survivors of domestic violence as they rebuild their lives. We work to help those we can, educate the community, challenge misconceptions, and promote a deeper understanding of domestic violence.",https://orgcentral.psu.edu/organization/helpinghearts,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Her Campus,"To provide daily online publications that will be an informal, fun source of advice, humor, news, commentary, etc. to Penn Staters; to provide students with professional experience in the world of online periodicals",https://orgcentral.psu.edu/organization/her-campus-at-penn-state,https://www.facebook.com/HerCampusPennState,https://www.linkedin.com/company/her-campus-at-psu,http://instagram.com/hercampuspsu,N/A,https://go.microsoft.com/fwlink
Hershey Kisses,Our mission is to help families fight pediatric cancer by coming together and raising money for THON and the Four Diamonds Fund. We are paired with 4 awesome families and support them along their cancer journeys through fundraisers and gatherings.,https://orgcentral.psu.edu/organization/hershey-kisses-for-the-cure,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Higher Education Student Association,The Higher Education Student Association (HESA) promotes&nbsp;student engagement through community building and peer-to-peer support in professional and scholarly endeavors for Penn State’s residential and World Campus higher education communities.&nbsp;,https://orgcentral.psu.edu/organization/hesa,N/A,N/A,N/A,N/A,http://sites.psu.edu/hesa
Hillel,"Penn State Hillel’s mission is to enrich the lives of the 6,000 Jewish students at Penn State so that they may enrich the Jewish people and the world. PSH's students and staff are dedicated to creating a pluralistic, welcoming, and inclusive environment.",https://orgcentral.psu.edu/organization/pennstatehillel,N/A,https://www.linkedin.com/company/penn-state-hillel,https://www.instagram.com/pennstatehillel,N/A,https://go.microsoft.com/fwlink
Hindu YUVA,Penn State Hindu YUVA will bring the Hindu student community together and spread the message of oneness and explain the importance of Vasudhaiva kutumbakam (The world as one family) and Hindu cultural values.,https://orgcentral.psu.edu/organization/psuhy,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Historical European Martial Arts Club,"Historical European Martial Arts (HEMA) is a blend of historical recreation, martial art, and combat sport, mostly focused on studying sword-based manuscripts from the 15th to 18th centuries.",https://orgcentral.psu.edu/organization/hema,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
History Graduate Student Association,"The purpose of this organization is to provide support for all History Graduate students.This support will take the form of: organized activities, monthly meetings, competitions, and access to the student body representatives as needed.",https://orgcentral.psu.edu/organization/history-graduate-student-association,https://www.facebook.com/PSUHGSA,N/A,https://www.instagram.com/psu.hgsa,N/A,https://go.microsoft.com/fwlink
History Roundtable,Provides a forum for interaction among professors and students concerning the study of history.,https://orgcentral.psu.edu/organization/historyroundtable,N/A,N/A,N/A,N/A,http://www.clubs.psu.edu/up
Home of Hearts,"As the only Chinese speaking Christian fellowship for undergraduate students in Penn State University, Home of Hearts shares the good news with Chinese-speaking students and builds up relationships.",https://orgcentral.psu.edu/organization/homeofhearts,N/A,N/A,https://www.instagram.com/home_of_hearts_psu,N/A,https://go.microsoft.com/fwlink
Homecoming,"The mission of Penn State Homecoming is to celebrate tradition and instill pride in all members of the Penn State family through active engagement of students, alumni, faculty, &amp; staff across the community.",https://orgcentral.psu.edu/organization/homecoming,https://www.facebook.com/pennstatehomecoming,https://www.linkedin.com/company/penn-state-homecoming,https://www.instagram.com/psuhomecoming,https://www.youtube.com/c/PennStateHomecoming,https://go.microsoft.com/fwlink
Hong Kong Student Association,Promotes friendship among members of the University community who are interested in Cantonese and Hong Kong culture.,https://orgcentral.psu.edu/organization/hksa,https://www.facebook.com/pennstatehksa,N/A,https://www.instagram.com/pennstatehksa,N/A,https://go.microsoft.com/fwlink
Honor Guard,Supports and represents Penn State University and the 720th Cadet Training Wing/Delta Honor Guard. Provides color guards and ceremonies to the State College community and performs at competitions and events with a rifle trick and drill teams.,https://orgcentral.psu.edu/organization/afrotchonorguard,https://www.facebook.com/PennStateHonorGuard,N/A,https://www.instagram.com/pennstatehonorguard,N/A,https://go.microsoft.com/fwlink
"Hope Here, Hope Now","Bringing an end to the hidden epidemic of human trafficking by empowering the students of Penn State and the surrounding cities through education, awareness, and fundraising.",https://orgcentral.psu.edu/organization/hope-here-hope-now,https://www.facebook.com/hopeherehopenow,N/A,https://www.instagram.com/hopeherehopenow,N/A,https://go.microsoft.com/fwlink
Horn Society,"The Penn State Horn Society's mission is to provide its members a venue for performance opportunities, educational trips, hands-on skill building classes, and access to master classes and lectures regarding the instrument.",https://orgcentral.psu.edu/organization/penn-state-horn-society,https://www.facebook.com/people,N/A,https://www.instagram.com/psuhornstudio,N/A,https://sites.psu.edu/hornstudio
Horticulture Club,"Establishes and develops a spirit of unity, friendship, and sociability among the students and faculty members of the College of Agricultural Sciences and beyond, and stimulates greater student interest in horticulture, landscaping, and sustainability.",https://orgcentral.psu.edu/organization/horticulture-club,https://www.facebook.com/people,N/A,https://www.instagram.com/pennstatehortclub,N/A,https://go.microsoft.com/fwlink
Hospitality Asset Managers Association,"The Penn State Chapter of the Hotel Asset Managers Association gives students the opportunity learn, connect with professionals, and get more hands on exposure to the Real Estate and Asset Management aspects of the Hospitality industry.",https://orgcentral.psu.edu/organization/hama,N/A,N/A,https://www.instagram.com/hamapsu,N/A,https://go.microsoft.com/fwlink
Hospitality Financial and Technology Professionals,An organization for students who are interested in gaining experience and networking opportunities in the financial and technological side of the Hospitality Industry.,https://orgcentral.psu.edu/organization/hftp,N/A,N/A,https://instagram.com/hftp_pennstate,N/A,https://sites.psu.edu/shmstudentorgs
Hospitality Management Graduate Student Organization,"To promote the professional, academic, and personal development of SHM graduate students by providing a discussion forum for relevant issues with both graduate students and faculty, by fostering a sense of community among...",https://orgcentral.psu.edu/organization/hmgso,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Hospitality Sales and Marketing Association International,"We are a Hospitality based club focusing on the sales, marketing, and revenue management sectors within this major. We do monthly meetings, hear speeches from professionals, and go on business trips for conferences with big corporations.",https://orgcentral.psu.edu/organization/hsmai,https://www.facebook.com/HSMAI-Penn-State-254444865075535,N/A,https://www.instagram.com/hsmaipennstate,N/A,https://sites.psu.edu/shmstudentorgs
Hot Girl Walks,"Hot Girl Walks is an organization centered around the empowering of women, and all other members in our community and establishing healthy friendships while prioritizing wellness.",https://orgcentral.psu.edu/organization/hgwatpsu,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Hotel and Restaurant Society,"Impacts hotel, restaurant and institutional management students by connecting them with industry professionals and alumni with real networking opportunities.",https://orgcentral.psu.edu/organization/hotel-and-restaurant-society,http://www.facebook.com/pshrs,N/A,http://www.instagram.com/pshrs_studentchapter,N/A,https://sites.psu.edu/shmstudentorgs
HUB-Robeson Center,"The HUB-Robeson Center is the student union for Penn State University, University Park.",https://orgcentral.psu.edu/organization/hubrobesoncenter,N/A,N/A,N/A,N/A,https://studentaffairs.psu.edu/hub
HUB-Robeson Galleries,"Bringing diverse and contemporary art exhibitions to the entire University community. The HUB-Robeson Galleries are Free For All, Always.",https://orgcentral.psu.edu/organization/hubrobesongalleries,N/A,N/A,N/A,N/A,https://studentaffairs.psu.edu/hub
Huck Graduate Student Advisory Committee,The HGSAC serves the interest of graduate students in the Huck Institutes of Life Sciences by advocating on important issues in administrative meetings and providing students with opportunities and resources for career development.,https://orgcentral.psu.edu/organization/hgsac,N/A,N/A,https://www.instagram.com/psu.hgsac,N/A,https://sites.psu.edu/hgsac
Human Development Family Studies Undergraduate Student Organization,"Providing educational values to members, allowing social growth and interaction, and preserving the common interests of all its members.",https://orgcentral.psu.edu/organization/human-development-family-studies-undergraduate-stu,https://www.facebook.com/PennStateHDFS,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Humanoid Robotics Club,"This club will allow students to apply what they have learned in the classroom to building a full-scale, user-controlled, humanoid robot.",https://orgcentral.psu.edu/organization/humanoidrobotics,N/A,N/A,https://www.instagram.com/psuhumanoidrobotics,N/A,https://sites.psu.edu/humanoidroboticsclub
Hyperloop Development Club,"We aim to design, build, and test hyperloop prototypes, pushing the boundaries of transportation technology. Through hands-on experience, we equip students with the skills and knowledge necessary to become leaders in the field of advanced transportation.",https://orgcentral.psu.edu/organization/looppennstate,N/A,N/A,https://www.instagram.com/looppennstate,N/A,https://go.microsoft.com/fwlink
Hypnosis Club,"The Penn State Hypnosis Club’s mission is to create a welcoming and inclusive community within the field of psychology where members may discuss, practice, and explore the art of hypnosis, as well as benefit from the knowledge this brings.",https://orgcentral.psu.edu/organization/hypnosisclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Illuminating Engineering Society,The Illuminating Engineering Society is a student chapter of the professional organization. We aim to bring together students interested in Lighting Design and Electrical Engineering in a fun and inviting environment.,https://orgcentral.psu.edu/organization/pennstateies,N/A,N/A,https://www.instagram.com/ies_psu,N/A,https://go.microsoft.com/fwlink
